Brand,Model_Type,Model_Name,Number_Of_Seats,Trunk_Volume,Wheel_Base,Empty_Weight,Tank,Urban_Consumption,Mixed_Consumption,Extra_Urban_Consumption,CO2,Number_Cylinders,Valves_Per_Cylinder,Displacement,Din_Power,Engine_Torque,Fiscal_Power,Engine_Position,Power_Supply,Max_Speed,Supercharging_Type,Acceleration,Transmission,Box,Number_Speeds,Distribution,Bodywork,Front_Tire_Width,Rear_Tire_Width,Front_Tire_HL_Ratio,Rear_Tire_HL_Ratio,Front_Suspension,Rear_Suspension,Front_Rims_Diameter,Rear_Rims_Diameter,Maintenance_Interval,Month_Guarantee,Manufacturer_Country,Start_Marketing,End_Marketing,Vehicle_Image,Length,Width,Height,Website_URL,Year
RENAULT,CLIO,IV 1.5 DCI 90 ENERGY INITIALE PARIS ECO2 90G,5,300 L (Max 1146 L volume),2.59 m,1071 kg,45 l,4 l / 100 km ,3.5 l / 100 km ,3.2 l / 100 km ,90 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,178 km/h ,Turbo ,11.6 sec ,before ,mèsique ,5 ,no data,hayon sedan ,205 mm ,205 mm ,45 ,45 ,no data,no data,17 inches ,17 inches ,24 months ,24 months ,no data,01/10/14 ,08/11/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+1.5+dci+90+energy+initiale+paris+eco2+90g-2015.html,2015
RENAULT,CLIO,V 1.5 BLUE DCI 115 RS LINE,5,366 L (volume max 1069 l),2.58 m,1277 kg,39 l,4.3 l / 100 km ,3.6 l / 100 km ,3.2 l / 100 km ,95 g / km ,4 ,2,1461 cc,115 hp with a diet of 3750 rpm,220 nm at the 2000 rpm diet,6 cv ,no data,Common Diesel ramp ,197 km/h ,Turbo ,9.9 sec ,before ,mèsique ,6 ,no data,hayon sedan ,205 mm,205 mm,45,45 ,force force,twisting axle,17 inches ,17 inches ,12 months ,24 months ,France ,05/10/20 ,06/12/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.5+blue+dci+115+rs+line-2019.html,2019
RENAULT,CAPTUR,II 1.0 TCE 100 GPL BUSINESS MY21,5,422 L (volume max 1275 l),2.64 m,1346 kg,48 l,no data,no data,no data,no data,3 ,4 ,999 cc ,100 hp at 5000 rpm diet ,160 Nm at the diet of 2750 rpm ,5 cv ,no data,Direct & multipoint fuel injection ,173 km/h ,Turbo ,13 sec ,before ,CHOOL ,5 ,no data,SUV VP ,215 mm,215 mm,60,60 ,force ,twisting axle,17 inches ,17 inches ,24 months ,24 months ,France ,01/09/21 ,03/18/22 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.0+tce+100+gpl+business+my21-2021.html,2021
PEUGEOT,107,1.0 URBAN 3P,4,130 L (Max 712 L volume),2.34 m,790 kg,35 l,5.5 l / 100 km ,4.5 l / 100 km ,3.9 l / 100 km ,103 g / km ,3 ,4,998 cc,68 hp with a diet of 6000 rpm,93 nm at the 3600 rpm diet,4 cv ,before ,no data,157 km/h ,no data,13.7 sec ,before,Made Coinique,5 ,variable valve setting ,tailgate vehicle ,155 mm ,155 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,12 months ,24 months ,no data,02/19/05 ,05/11/07 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-107/S7-modele--peugeot-107.jpg,"3,43 m","1,86 m","1,47 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-107-1.0+urban+3p-2006.html,2006
RENAULT,CLIO,IV (2) ESTATE 1.5 DCI 75 LIFE ECO2,5,443 L (Max 1380 L volume),2.59 m,1185 kg,45 l,3.5 l / 100 km ,3.3 l / 100 km ,3.1 l / 100 km ,85 g / km ,4 ,2,1461 cc,75 hp with a diet of 4000 rpm,200 Nm on the diet of 1750 rpm,4 cv ,no data,Diesel common ramp ,168 km/h ,Turbo ,14.3 sec ,before ,mèsique ,5 ,no data,Break ,185 mm ,185 mm ,65 ,65 ,no data,no data,15 inches,15 inches,24 months,24 months,no data,05/ 04/16 ,08/11/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+estate+1.5+dci+75+life+eco2-2016.html,2016
RENAULT,ESPACE,IV (3) 2.0 DCI 130 FAP ZEN,5,650 L (MAX 2860 L volume),2.80 m,1901 kg,83 l,6.6 l / 100 km ,5.6 l / 100 km ,5 l / 100 km ,145 g / km ,4 ,4,1995 cc,130 hp at the speed of 4000 rpm,320 Nm on the 2000 rpm diet,7 cv ,no data,Diesel Common Rampe ,184 km/h ,Turbo ,12 sec ,before ,mèsique ,6 ,Double camshaft at the head ,minpspace ,225 mm ,225 mm ,55 ,55 ,leg Force ,twisting axle ,17 inches ,17 inches ,12 months ,36 months ,France ,01/12/14 ,06/01/15 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-espace-4/S7-modele--renault-espace-4.jpg,"4,66 m","1,89 m","1,80 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-espace-iv+(3)+2.0+dci+130+fap+zen-2014.html,2014
RENAULT,CLIO,IV ESTATE 1.2 16V 75 LIFE E6,5,443 L (Max 1380 L volume),2.59 m,1066 kg,45 l,7.2 l / 100 km ,5.6 l / 100 km ,4.7 l / 100 km ,127 g / km ,4 ,4,1149 cc,75 hp with a speed of 5,107 nm with a speed of 4250 rpm,4 cv ,no data,Multipoint ,167 km/h ,no data,14.5 sec ,before,Made Coinique,5 ,no data,Break ,185 mm ,185 mm ,65 ,65 ,no data,no data,15 inches,15 inches,24 months,24 months,no data,04/ 01/16 ,05/04/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.2+16v+75+life+e6-2014.html,2014
RENAULT,CAPTUR,0.9 TCE 90 ENERGY BUSINESS,5,455 l (volume max 1235 l),2.61 m,1105 kg,45 l,6 l / 100 km ,5.1 l / 100 km ,4.5 l / 100 km ,114 g / km ,3 ,4,898 cc,90 hp at the 5000 rpm diet,140 Nm at the 600 rpm diet,5 cv ,no data,Multipoint ,171 km/h ,Turbo ,13 sec ,before,Made Coinique,5 ,no data,Crossover ,205 mm ,205 mm ,60 ,60 ,Strength leg ,twisting axle ,16 inches ,16 inches ,24 months ,24 months ,France ,04/04/17 ,04/10/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-0.9+tce+90+energy+business-2018.html,2018
PEUGEOT,107,1.0 12V 68 URBAN MOVE 2-TRONIC 5P,4,139 L (Max 751 L volume),2.34 m,835 kg,35 l,5.5 l / 100 km ,4.6 l / 100 km ,4.1 l / 100 km ,109 g / km ,3 ,4,998 cc,68 hp with a diet of 6000 rpm,93 nm at the 3600 rpm diet,4 cv ,before ,no data,157 km/h ,no data,14 sec ,before,automatic,5 ,variable valve setting ,tailgate vehicle ,155 mm ,155 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,12 months ,24 months ,no data,05/03/07 ,03/11/08 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-107/S7-modele--peugeot-107.jpg,"3,43 m","1,86 m","1,47 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-107-1.0+12v+68+urban+move+2_tronic+5p-2007.html,2007
RENAULT,CLIO,IV (2) 0.9 TCE 90 ENERGY INTENS,5,300 L (Max 1146 L volume),2.59 m,1090 kg,45 l,6.3 l / 100 km ,5 l / 100 km ,4.2 l / 100 km ,113 g / km ,3 ,4,898 cc,90 hp with a speed of 5,140 Nm on the diet of 2250 rpm,5 cv ,no data,Multipoint ,180 km/h ,Turbo ,12.1 sec ,before,Made Coinique,5 ,no data,hayon sedan ,195 mm,195 mm,55,55 ,force force,twisting axle,16 inches ,16 inches ,24 months ,24 months ,France ,08/01/19 ,01/04/19 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+0.9+tce+90+energy+intens-2017.html,2017
RENAULT,CLIO,IV ESTATE 1.5 DCI 90 ENERGY ICONIC EDC,5,443 L (Max 1380 L volume),2.59 m,1201 kg,45 l,3.9 l / 100 km ,3.5 l / 100 km ,3.3 l / 100 km ,92 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,176 km/h ,Turbo ,12.9 sec ,before ,automatic ,6 ,no data,Break ,205 mm ,205 mm ,45 ,45 ,no data,no data,17 inches,17 inches,24 months,24 months,no data,25/ 09/15 ,05/09/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+1.5+dci+90+energy+iconic+edc-2016.html,2016
PEUGEOT,107,(2) 1.0 68 URBAN MOVE 3P,4,130 L (Max 712 L volume),2.34 m,790 kg,35 l,5.5 l / 100 km ,4.5 l / 100 km ,3.9 l / 100 km ,109 g / km ,3 ,4,1398 cc,54 hp with a diet of 6000 rpm,93 Nm with a diet of 3600 rpm,4 cv ,no data,no data,157 km/h ,no data,13.7 sec ,before,Made Coinique,5 ,no data,tailgate vehicle ,155 mm ,155 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,12 months ,24 months ,no data,04/06/10 ,06/21/10 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-107/S7-modele--peugeot-107.jpg,"3,43 m","1,86 m","1,47 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-107-(2)+1.0+68+urban+move+3p-2010.html,2010
RENAULT,CAPTUR,II 1.0 TCE 90 BUSINESS,5,422 l (volume max 1275 l),2.64 m,1306 kg,48 l,no data,no data,no data,no data,3 ,4 ,999 cc ,90 hp at 5000 rpm diet ,160 Nm at the diet of 2750 rpm ,5 cv ,no data,Direct petrol injection ,168 km/h ,Turbo ,14 sec ,before ,mèsique ,6 ,no data,SUV VP ,215 mm,215 mm,60,60 ,force ,twisting axle,17 inches ,17 inches ,24 months ,24 months ,France ,05/01/21 ,01/02/21 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.0+tce+90+business-2020.html,2020
PEUGEOT,2008,II 1.5 BLUEHDI 110 S&S ALLURE BUSINESS,5,405 l (maximum volume 1467 l),2.61 m,1205 kg,41 l,no data,no data,no data,no data,4 ,4 ,1499 cc ,110 hp at the speed of 3500 rpm ,250 Nm at the 1750 rpm diet ,5 cv ,no data,Diesel common ramp,no data,Turbo,no data,before,Made Coinique,6 ,no data,Crossover ,215 mm ,215 mm ,60 ,60 ,force ,twisting axle ,17 inches ,17 inches ,12 months ,24 months ,France ,01/03/21 ,03/31/21 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.5+bluehdi+110+s%5Es+allure+business-2020.html,2020
PEUGEOT,206,SW 1.4 16S X LINE CLIM,5,313 L (Max 1136 L volume),2.44 m,1038 kg,50 l,8.5 l / 100 km ,6.5 l / 100 km ,5.3 l / 100 km ,no data,4 ,4 ,1360 cc ,90 hp at the 5250 rpm diet ,133 Nm with a diet of 3250 rpm ,5 cv ,before ,no data,179 km/H ,no data,12.7 sec ,Before ,Made Coinique ,no data,Variable Setting up of the valves,Break,175 mm,175 mm,65,65 ,no data,no data,14 inches ,14 inches ,no data,24 months ,no data,01/12/03 ,03/10/05 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206-sw/S7-modele--peugeot-206-sw.jpg,"4,03 m","1,65 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-sw+1.4+16s+x+line+clim-2005.html,2005
RENAULT,CLIO,IV (2) 1.5 DCI 90 BUSINESS,5,300 L (maximum volume 1146 l),2.59 m,1160 kg,45 l,4.3 l / 100 km ,4 l / 100 km ,3.6 l / 100 km ,104 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,5 cv ,no data,Common Diesel ramp ,180 km/h ,Turbo ,11.8 sec ,before ,mèsique ,5 ,no data,hayon sedan ,195 mm,195 mm,55,55 ,force force,twisting axle,16 inches ,16 inches ,12 months ,24 months ,France ,08/01/19 ,01/04/19 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4/S7-modele--renault-clio-4.jpg,"4,06 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+1.5+dci+90+business-2018.html,2018
RENAULT,CLIO,IV ESTATE 0.9 TCE 90 INTENS,5,443 L (volume max 1380 l),2.59 m,no data,45 l,4.3 l / 100 km ,5 l / 100 km ,4.3 l / 100 km ,114 g / km ,3 ,4,898 cc,95 hp with a speed of 5,150 nm with a diet of 2500 rpm,5 cv ,no data,multipoint ,182 km/h ,turbo ,12.2 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,01/ 12/15 ,05/09/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+estate+0.9+tce+90+intens-2015.html,2015
RENAULT,CAPTUR,(2) 1.3 TCE 130 FAP INITIALE PARIS,5,455 l (volume max 1235 l),2.61 m,1304 kg,45 l,7.1 l / 100 km ,5.6 l / 100 km ,4.8 l / 100 km ,128 g / km ,4 ,4,1330 cc,130 hp,220 nm,7 cv,no data,Direct petrol injection,200 km/h,Turbo,10.2 sec,before,no data,6 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,force ,twisting axle ,17 inches ,17 inches ,24 months ,24 months ,France ,05/11/19 ,06/01/20 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-(2)+1.3+tce+130+fap+initiale+paris-2018.html,2018
PEUGEOT,2008,II 1.2 PURETECH 130 S&S ALLURE PACK EAT8,5,434 l (maximum volume 1467 l),2.61 m,1205 kg,44 l,no data,no data,no data,no data,3 ,4 ,1199 cc ,130 hp ,230 Nm at the 1750 rpm diet ,7 cv ,no data,no data,203 km/h ,no data,9.4 sec ,before ,automatic ,8 ,no data,All-terrain ,215 mm ,215 mm ,60 ,60 ,no data,no data,17 inches ,17 inches ,no data,24 months ,no data,03 /04/23 ,no data,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.2+puretech+130+s%5Es+allure+pack+eat8-2022.html,2022
PEUGEOT,2008,(2) 1.2 PURETECH 110 S&S ALLURE,5,410 L (Max 1400 L volume),2.54 m,1090 kg,50 l,5.3 l / 100 km ,4.4 l / 100 km ,3.9 l / 100 km ,103 g / km ,3 ,4,1199 cc,110 hp with a speed of 5,205 nm at the 1750 rpm diet,5 cv ,no data,Direct & multipoint petrol injection ,191 km/h ,Turbo ,9.9 sec ,before ,Mesnie ,5 ,no data,Crossover ,195 mm ,195 mm ,60 ,60 ,Strength leg ,twisting axle ,16 inches ,16 inches ,12 months ,24 months ,France ,01/30/17 ,01/05/17 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-(2)+1.2+puretech+110+s%5Es+allure-2017.html,2017
PEUGEOT,2008,1.6 BLUEHDI 100 S&S URBAN CROSS,5,350 l (maximum volume 1194 l),2.54 m,1180 kg,50 l,4.2 l / 100 km ,3.6 l / 100 km ,3.3 l / 100 km ,95 g / km ,4 ,2,1560 cc,99 hp with a diet of 3500 rpm,254 nm on the diet of 1750 rpm,5 cv ,no data,Diesel Common Rampe ,183 km/h ,Turbo ,11.3 sec ,before ,mèsique ,5 ,no data,Crossover ,205 mm ,205 mm ,50 ,50 ,no data,no data,17 inches,17 inches,12 months,24 months,no data,02/ 11/15 ,05/11/15 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008/S7-modele--peugeot-2008.jpg,"4,16 m","1,74 m","1,56 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-1.6+bluehdi+100+s%5Es+urban+cross-2015.html,2015
PEUGEOT,107,1.0 12V 68 URBAN MOVE 2-TRONIC 5P,4,139 L (Max 751 L volume),2.34 m,835 kg,35 l,5.5 l / 100 km ,4.6 l / 100 km ,4.1 l / 100 km ,109 g / km ,3 ,4,998 cc,68 hp with a diet of 6000 rpm,93 nm at the 3600 rpm diet,4 cv ,before ,no data,157 km/h ,no data,14 sec ,before,automatic,5 ,variable valve setting ,tailgate vehicle ,155 mm ,155 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,12 months ,24 months ,no data,05/03/07 ,03/11/08 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-107/S7-modele--peugeot-107.jpg,"3,43 m","1,86 m","1,47 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-107-1.0+12v+68+urban+move+2_tronic+5p-2008.html,2008
PEUGEOT,2008,II 1.5 BLUEHDI 100 ACTIVE BV6,5,405 l (maximum volume 1467 l),2.61 m,1205 kg,41 l,4.2 l / 100 km ,3.6 l / 100 km ,3.3 l / 100 km ,no data,4 ,4 ,1499 cc ,100 hp at 3500 rpm,250 nm at the 1750 rpm diet,5 cv ,no data,Diesel Common Ramp ,180 km/h ,Turbo ,11.4 sec ,before ,mèsique ,6 ,no data,Crossover ,215 mm ,215 mm ,65 ,65 ,force ,twisting axle ,16 inches ,16 inches ,12 months ,24 months ,France ,09/28/20 ,12/29/20 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.5+bluehdi+100+active+bv6-2020.html,2020
PEUGEOT,206,SW 2.0 HDI X LINE,5,313 L (Max 1136 L volume),2.44 m,1116 kg,50 l,6.8 l / 100 km ,5.1 l / 100 km ,4.1 l / 100 km ,no data,4 ,2 ,1997 cc ,90 hp with a regime of 4000 rpm ,205 nm at the 1900 rpm diet ,5 cv ,before ,no data,183 km/h ,turbo ,12.8 sec ,Before ,Made Coinique ,no data,Simple Cams In mind ,Break ,185 mm ,185 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,no data,24 months ,no data,06/06/02 ,03/10/05 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206-sw/S7-modele--peugeot-206-sw.jpg,"4,03 m","1,65 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-sw+2.0+hdi+x+line-2005.html,2005
PEUGEOT,2008,II 1.5 BLUEHDI 110 S&S ALLURE PACK MY21,5,405 l (maximum volume 1467 l),2.61 m,no data,41 l,no data,no data,no data,no data,4 ,4 ,1499 cc ,110 hp ,250 Nm at the 1750 rpm regime ,6 cv ,no data,no data,201 km/h ,no data,9.5 sec ,before ,Made Coinique ,6 ,no data,All-terrain ,215 mm ,215 mm ,60 ,60 ,no data,no data,17 inches ,17 inches ,no data,24 months ,no data,08 /07/22 ,09/29/22 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-2008-2e-generation/S7-modele--peugeot-2008-2e-generation.jpg,"4,30 m","1,77 m","1,53 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-2008-ii+1.5+bluehdi+110+s%5Es+allure+pack+my21-2021.html,2021
PEUGEOT,206,(2) 1.4 75 GENERATION 3P,5,245 L (Max 1130 L volume),2.44 m,950 kg,50 l,8.8 l / 100 km ,6.4 l / 100 km ,5 l / 100 km ,152 g / km ,4 ,2,1360 cc,75 hp at 5500 rpm regime,120 Nm with a diet of 3400 rpm,5 cv ,before ,no data,171 km/h ,no data,12.5 sec ,before,Made Coinique,5 ,simple camshaft in mind ,tailgate vehicle ,175 mm ,175 mm ,65 ,65 ,no data,no data,14 inches ,14 inches ,no data,no data,no data,03/03/08 ,03/31/09 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-206/S7-modele--peugeot-206.jpg,"3,84 m","1,90 m","1,43 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-206-(2)+1.4+75+generation+3p-2008.html,2008
RENAULT,CLIO,V 1.6 E-TECH 140 5CV BUSINESS,5,301 l (volume max 979 l),2.58 m,1238 kg,39 l,no data,no data,no data,no data,4 ,4 ,1598 cc ,140 hp with a speed of 5600 rpm ,144 Nm at the diet of 3200 rpm ,5 cv ,no data,Multipoint ,186 km/h ,no data,no data,before ,Automatic ,6 ,no data,hayon sedan ,195 mm,195 mm,55,55 ,force force,twisting axle,16 inches ,16 inches ,24 months ,24 months ,France ,01/04/21 ,05/31/21 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-5/S7-modele--renault-clio-5.jpg,"4,05 m","1,80 m","1,44 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-v+1.6+e_tech+140+5cv+business-2020.html,2020
PEUGEOT,108,1.0 VTI 72 S&S STYLE + 5P,4,196 L (Max 780 L volume),2.34 m,840 kg,35 l,4.9 l / 100 km ,4.1 l / 100 km ,3.6 l / 100 km ,no data,3 ,4 ,998 cc ,72 hp at 6000 rpm regime ,93 Nm with a regime of 4400 rpm ,4 cv ,no data,Multipoint ,160 km/h ,no data,13.8 sec ,Before ,Made Coinique ,5 ,no data,Micro ,165 mm ,165 mm ,60 ,60 ,leg of force ,twisting axle ,15 inches ,15 inches ,12 months ,24 months ,France ,30/11/20 ,04/01/21 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.0+vti+72+s%5Es+style+~+5p-2020.html,2020
RENAULT,CAPTUR,1.5 DCI 90 ENERGY INTENS ECO2 EURO6,5,455 L (volume max 1235 l),2.61 m,1178 kg,45 l,4 l / 100 km ,3.6 l / 100 km ,3.4 l / 100 km ,95 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,171 km/h ,Turbo ,13.1 sec ,before ,mèsique ,5 ,no data,Crossover ,205 mm ,205 mm ,55 ,55 ,Strength leg ,twisting axle ,17 inches ,17 inches ,24 months ,24 months ,France ,04/04/17 ,03/05/17 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur/S7-modele--renault-captur.jpg,"4,12 m","1,78 m","1,57 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-1.5+dci+90+energy+intens+eco2+euro6-2015.html,2015
RENAULT,CAPTUR,II 1.3 TCE 160 21 RS LINE EDC,5,404 l (maximum volume 536 l),2.64 m,1387 kg,48 l,no data,no data,no data,no data,4 ,4 ,1333 cc ,160 hp ,270 Nm ,8 cv ,no data,no data,204 km/h ,no data,8.5 sec ,before ,automatic ,7 ,no data,All-terrain ,215 mm ,215 mm ,55 ,55 ,no data,no data,18 inches ,18 inches ,no data,24 months ,no data,15 /03/22 ,03/17/22 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-captur-2/S7-modele--renault-captur-2.jpg,"4,23 m","1,80 m","1,58 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-captur-ii+1.3+tce+160+21+rs+line+edc-2021.html,2021
PEUGEOT,108,1.0 VTI 68 ACTIVE TOP! 3P,4,196 L (Max 780 L volume),2.34 m,840 kg,35 l,5 l / 100 km ,4.1 l / 100 km ,3.6 l / 100 km ,95 g / km ,3 ,4,998 cc,68 hp with a diet of 6000 rpm,95 nm at the speed of 4300 rpm,4 cv ,no data,Multipoint ,160 km/h ,no data,13 sec ,before,Made Coinique,5 ,no data,micro ,165 mm ,165 mm ,60 ,60 ,no data,no data,15 inches,15 inches,12 months,24 months,no data,02/ 05/16 ,05/07/16 ,https://images.caradisiac.com/logos-ref/modele/modele--peugeot-108/S7-modele--peugeot-108.jpg,"3,48 m","1,62 m","1,46 m",https://www.lacentrale.fr/fiche-technique-voiture-peugeot-108-1.0+vti+68+active+top!+3p-2014.html,2014
RENAULT,CLIO,IV (2) ESTATE 1.5 DCI 90 ENERGY LIMITED ECO2 82G,5,443 L (Max 1380 L volume),2.59 m,1185 kg,45 l,3.3 l / 100 km ,3.2 l / 100 km ,3.1 l / 100 km ,82 g / km ,4 ,2,1461 cc,90 hp with a speed of 4000 rpm,220 nm at the 1750 rpm diet,4 cv ,no data,Diesel Common Rampe ,181 km/h ,Turbo ,12 sec ,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,no data,no data,16 inches,16 inches,24 months,24 months,no data,05/ 04/16 ,05/09/16 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+estate+1.5+dci+90+energy+limited+eco2+82g-2016.html,2016
RENAULT,CLIO,IV (2) ESTATE 0.9 TCE 90 LIMITED,5,445 l (maximum volume 1380 l),2.59 m,1088 kg,45 l,6.3 l / 100 km ,5 l / 100 km ,4.3 l / 100 km ,114 g / km ,3 ,4,898 cc,90 hp at the 5000 rpm diet,140 Nm at the 600 rpm diet,5 cv ,no data,multipoint ,182 km/h ,turbo ,no data,before ,mèsique ,5 ,no data,Break ,195 mm ,195 mm ,55 ,55 ,Strength leg ,twisting axle ,16 inches ,16 inches ,24 months ,24 months ,France ,06/03/18 ,03/05/18 ,https://images.caradisiac.com/logos-ref/modele/modele--renault-clio-4-estate/S7-modele--renault-clio-4-estate.jpg,"4,27 m","1,73 m","1,45 m",https://www.lacentrale.fr/fiche-technique-voiture-renault-clio-iv+(2)+estate+0.9+tce+90+limited-2018.html,2018
